DATE,HOUR.MST,CLOUDCOVER
6/6/2017,16,98.75
6/6/2017,17,98.1833
6/6/2017,18,83.7667
6/6/2017,19,17.1667
6/6/2017,20,-0.2
6/6/2017,21,-1
6/6/2017,22,-1
6/6/2017,23,-1
6/7/2017,0,-1
6/7/2017,1,-1
6/7/2017,2,-1
6/7/2017,3,-1
6/7/2017,4,-1
6/7/2017,5,-0.2667
6/7/2017,6,11.4333
6/7/2017,7,12.9667
6/7/2017,8,14.5333
6/7/2017,9,14.4
6/7/2017,10,9.3833
6/7/2017,11,12.5833
6/7/2017,12,30.7
6/7/2017,13,37.4833
6/7/2017,14,78.1167
6/7/2017,15,94.3333
6/7/2017,16,76.8
6/7/2017,17,60.2
6/7/2017,18,12.9
6/7/2017,19,16.8667
6/7/2017,20,0.4
6/7/2017,21,-1
6/7/2017,22,-1
6/7/2017,23,-1
6/8/2017,0,-1
6/8/2017,1,-1
6/8/2017,2,-1
6/8/2017,3,-1
6/8/2017,4,-1
6/8/2017,5,-0.5333
6/8/2017,6,7.7833
6/8/2017,7,10.0167
6/8/2017,8,11.3333
6/8/2017,9,10.3833
6/8/2017,10,8.35
6/8/2017,11,7.7833
6/8/2017,12,9.2333
6/8/2017,13,13.0833
6/8/2017,14,40
6/8/2017,15,57.1833
6/8/2017,16,94.0667
6/8/2017,17,96.4
6/8/2017,18,96.05
6/8/2017,19,84.5333
6/8/2017,20,3
6/8/2017,21,-1
6/8/2017,22,-1
6/8/2017,23,-1
6/9/2017,0,-1
6/9/2017,1,-1
6/9/2017,2,-1
6/9/2017,3,-1
6/9/2017,4,-1
6/9/2017,5,-0.5333
6/9/2017,6,11.15
6/9/2017,7,13.9667
6/9/2017,8,23.0167
6/9/2017,9,55.0167
6/9/2017,10,42.9
6/9/2017,11,49.3167
6/9/2017,12,94.65
6/9/2017,13,88.95
6/9/2017,14,43.2
6/9/2017,15,15.4667
6/9/2017,16,10.6333
6/9/2017,17,11.5167
6/9/2017,18,10.4167
6/9/2017,19,8.7333
6/9/2017,20,-0.2
6/9/2017,21,-1
6/9/2017,22,-1
6/9/2017,23,-1
6/10/2017,0,-1
6/10/2017,1,-1
6/10/2017,2,-1
6/10/2017,3,-1
6/10/2017,4,-1
6/10/2017,5,0
6/10/2017,6,26.9833
6/10/2017,7,21.2833
6/10/2017,8,16.3833
6/10/2017,9,24.7
6/10/2017,10,14.4
6/10/2017,11,9.5667
6/10/2017,12,11.7
6/10/2017,13,33.7667
6/10/2017,14,32.5167
6/10/2017,15,21.9
6/10/2017,16,40.2833
6/10/2017,17,90.3667
6/10/2017,18,87.3333
6/10/2017,19,37.4667
6/10/2017,20,0.4833
6/10/2017,21,-1
6/10/2017,22,-1
6/10/2017,23,-1
6/11/2017,0,-1
6/11/2017,1,-1
6/11/2017,2,-1
6/11/2017,3,-1
6/11/2017,4,-1
6/11/2017,5,-0.0833
6/11/2017,6,48.95
6/11/2017,7,79.4
6/11/2017,8,65.8333
6/11/2017,9,26.9833
6/11/2017,10,69.1167
6/11/2017,11,78.45
6/11/2017,12,89.35
6/11/2017,13,84.6167
6/11/2017,14,81.1667
6/11/2017,15,47.05
6/11/2017,16,61.8833
6/11/2017,17,31.3
6/11/2017,18,86.0667
6/11/2017,19,69.3167
6/11/2017,20,0.5667
6/11/2017,21,-1
6/11/2017,22,-1
6/11/2017,23,-1
6/12/2017,0,-1
6/12/2017,1,-1
6/12/2017,2,-1
6/12/2017,3,-1
6/12/2017,4,-1
6/12/2017,5,-0.4667
6/12/2017,6,7.9
6/12/2017,7,10.35
6/12/2017,8,13.0667
6/12/2017,9,14.2333
6/12/2017,10,8.8833
6/12/2017,11,6.8667
6/12/2017,12,8.8833
6/12/2017,13,17.4737
6/12/2017,14,37.6833
6/12/2017,15,29.7333
6/12/2017,16,32.4667
6/12/2017,17,19.9667
6/12/2017,18,10.95
6/12/2017,19,8.1333
6/12/2017,20,-0.0167
6/12/2017,21,-1
6/12/2017,22,-1
6/12/2017,23,-1
6/13/2017,0,-1
6/13/2017,1,-1
6/13/2017,2,-1
6/13/2017,3,-1
6/13/2017,4,-1
6/13/2017,5,-0.4667
6/13/2017,6,8.05
6/13/2017,7,10.55
6/13/2017,8,12.6167
6/13/2017,9,12.2667
6/13/2017,10,9.55
6/13/2017,11,7.4
6/13/2017,12,14.5333
6/13/2017,13,21.7333
6/13/2017,14,34.4667
6/13/2017,15,11.5
6/13/2017,16,50.1
6/13/2017,17,91.15
6/13/2017,18,87.2833
6/13/2017,19,51.3
6/13/2017,20,4.5167
6/13/2017,21,-1
6/13/2017,22,-1
6/13/2017,23,-1
6/14/2017,0,-1
6/14/2017,1,-1
6/14/2017,2,-1
6/14/2017,3,-1
6/14/2017,4,-1
6/14/2017,5,-0.5
6/14/2017,6,7.2667
6/14/2017,7,9.2667
6/14/2017,8,11.3167
6/14/2017,9,12.2667
6/14/2017,10,11.8167
6/14/2017,11,8.15
6/14/2017,12,10.75
6/14/2017,13,13.8167
6/14/2017,14,25.45
6/14/2017,15,49.25
6/14/2017,16,72.4833
6/14/2017,17,75.95
6/14/2017,18,61.2667
6/14/2017,19,29.5
6/14/2017,20,1.85
6/14/2017,21,-1
6/14/2017,22,-1
6/14/2017,23,-1
6/15/2017,0,-1
6/15/2017,1,-1
6/15/2017,2,-1
6/15/2017,3,-1
6/15/2017,4,-1
6/15/2017,5,-0.5
6/15/2017,6,7.6667
6/15/2017,7,9.2333
6/15/2017,8,11.7667
6/15/2017,9,12.2833
6/15/2017,10,10.65
6/15/2017,11,7.2
6/15/2017,12,11.25
6/15/2017,13,13.25
6/15/2017,14,46.7333
6/15/2017,15,95.4667
6/15/2017,16,67.5167
6/15/2017,17,69.3833
6/15/2017,18,86.8167
6/15/2017,19,54.7167
6/15/2017,20,0.9333
6/15/2017,21,-1
6/15/2017,22,-1
6/15/2017,23,-1
6/16/2017,0,-1
6/16/2017,1,-1
6/16/2017,2,-1
6/16/2017,3,-1
6/16/2017,4,-1
6/16/2017,5,-0.5333
6/16/2017,6,9.5
6/16/2017,7,34
6/16/2017,8,79
6/16/2017,9,59.4667
6/16/2017,10,43.5167
6/16/2017,11,62.55
6/16/2017,12,96.2333
6/16/2017,13,88.4833
6/16/2017,14,77.3167
6/16/2017,15,84.3667
6/16/2017,16,82.3667
6/16/2017,17,86.9667
6/16/2017,18,64.7667
6/16/2017,19,52.1833
6/16/2017,20,2.3667
6/16/2017,21,-1
6/16/2017,22,-1
6/16/2017,23,-1
6/17/2017,0,-1
6/17/2017,1,-1
6/17/2017,2,-1
6/17/2017,3,-1
6/17/2017,4,-1
6/17/2017,5,-0.2333
6/17/2017,6,28.15
6/17/2017,7,72.9
6/17/2017,8,85.7333
6/17/2017,9,74.25
6/17/2017,10,66.9833
6/17/2017,11,84.3167
6/17/2017,12,94.9
6/17/2017,13,98.3158
6/17/2017,14,90.8833
6/17/2017,15,95.7667
6/17/2017,16,96.2667
6/17/2017,17,93.1333
6/17/2017,18,90.9
6/17/2017,19,68.0333
6/17/2017,20,1.2333
6/17/2017,21,-1
6/17/2017,22,-1
6/17/2017,23,-1
6/18/2017,0,-1
6/18/2017,1,-1
6/18/2017,2,-1
6/18/2017,3,-1
6/18/2017,4,-1
6/18/2017,5,0.65
6/18/2017,6,17.4833
6/18/2017,7,9.4167
6/18/2017,8,10.4333
6/18/2017,9,11.5
6/18/2017,10,8.7167
6/18/2017,11,6.6167
6/18/2017,12,8.9833
6/18/2017,13,9.4
6/18/2017,14,10.0667
6/18/2017,15,8.8167
6/18/2017,16,14.3167
6/18/2017,17,14
6/18/2017,18,9.9667
6/18/2017,19,7.4833
6/18/2017,20,0.2
6/18/2017,21,-1
6/18/2017,22,-1
6/18/2017,23,-1
6/19/2017,0,-1
6/19/2017,1,-1
6/19/2017,2,-1
6/19/2017,3,-1
6/19/2017,4,-1
6/19/2017,5,-0.5333
6/19/2017,6,6.6667
6/19/2017,7,8.2333
6/19/2017,8,9.8
6/19/2017,9,11.4167
6/19/2017,10,8.35
6/19/2017,11,6.8167
6/19/2017,12,13.5667
6/19/2017,13,57.9
6/19/2017,14,72.1833
6/19/2017,15,81.15
6/19/2017,16,76.1167
6/19/2017,17,62.6
6/19/2017,18,11.4333
6/19/2017,19,9.3667
6/19/2017,20,0.3167
6/19/2017,21,-1
6/19/2017,22,-1
6/19/2017,23,-1
6/20/2017,0,-1
6/20/2017,1,-1
6/20/2017,2,-1
6/20/2017,3,-1
6/20/2017,4,-1
6/20/2017,5,0.15
6/20/2017,6,52.0167
6/20/2017,7,24.3167
6/20/2017,8,12.85
6/20/2017,9,25.6333
6/20/2017,10,19.5333
6/20/2017,11,12.45
6/20/2017,12,70.9833
6/20/2017,13,66.3667
6/20/2017,14,58.45
6/20/2017,15,44.6667
6/20/2017,16,35.1833
6/20/2017,17,74.4833
6/20/2017,18,27.85
6/20/2017,19,14.45
6/20/2017,20,2.7
6/20/2017,21,-1
6/20/2017,22,-1
6/20/2017,23,-1
6/21/2017,0,-1
6/21/2017,1,-1
6/21/2017,2,-1
6/21/2017,3,-1
6/21/2017,4,-1
6/21/2017,5,-0.2167
6/21/2017,6,27.1833
6/21/2017,7,30.85
6/21/2017,8,10.9167
6/21/2017,9,12.8167
6/21/2017,10,10.95
6/21/2017,11,7.9833
6/21/2017,12,11.4333
6/21/2017,13,17.8667
6/21/2017,14,21.8833
6/21/2017,15,42.4333
6/21/2017,16,77.9667
6/21/2017,17,95.1167
6/21/2017,18,92.2
6/21/2017,19,80.0833
6/21/2017,20,9.8833
6/21/2017,21,-1
6/21/2017,22,-1
6/21/2017,23,-1
6/22/2017,0,-1
6/22/2017,1,-1
6/22/2017,2,-1
6/22/2017,3,-1
6/22/2017,4,-1
6/22/2017,5,1.1833
6/22/2017,6,81.9
6/22/2017,7,48.8
6/22/2017,8,34.0167
6/22/2017,9,17.25
6/22/2017,10,31.2167
6/22/2017,11,85.1833
6/22/2017,12,98.1833
6/22/2017,13,93.6167
6/22/2017,14,89.9833
6/22/2017,15,98.4667
6/22/2017,16,98.8
6/22/2017,17,97.9833
6/22/2017,18,96.2167
6/22/2017,19,85.4
6/22/2017,20,8.6333
6/22/2017,21,-1
6/22/2017,22,-1
6/22/2017,23,-1
6/23/2017,0,-1
6/23/2017,1,-1
6/23/2017,2,-1
6/23/2017,3,-1
6/23/2017,4,-1
6/23/2017,5,2.4167
6/23/2017,6,71.2833
6/23/2017,7,94.2667
6/23/2017,8,96.5833
6/23/2017,9,98.45
6/23/2017,10,98.6333
6/23/2017,11,96.25
6/23/2017,12,98.6667
6/23/2017,13,98.7
6/23/2017,14,97.1
6/23/2017,15,98.75
6/23/2017,16,98.9833
6/23/2017,17,98.1
6/23/2017,18,88.4
6/23/2017,19,27.6833
6/23/2017,20,0.7
6/23/2017,21,-1
6/23/2017,22,-1
6/23/2017,23,-1
6/24/2017,0,-1
6/24/2017,1,-1
6/24/2017,2,-1
6/24/2017,3,-1
6/24/2017,4,-1
6/24/2017,5,-0.6167
6/24/2017,6,11.05
6/24/2017,7,18.9667
6/24/2017,8,50.5167
6/24/2017,9,85.35
6/24/2017,10,85.0333
6/24/2017,11,90.7833
6/24/2017,12,83.5167
6/24/2017,13,91.386
6/24/2017,14,73.1333
6/24/2017,15,48.8
6/24/2017,16,44.4833
6/24/2017,17,49.95
6/24/2017,18,82.4
6/24/2017,19,76.3333
6/24/2017,20,6.6667
6/24/2017,21,-1
6/24/2017,22,-1
6/24/2017,23,-1
6/25/2017,0,-1
6/25/2017,1,-1
6/25/2017,2,-1
6/25/2017,3,-1
6/25/2017,4,-1
6/25/2017,5,-0.7333
6/25/2017,6,8.4833
6/25/2017,7,13.45
6/25/2017,8,31.8167
6/25/2017,9,79.15
6/25/2017,10,98.1833
6/25/2017,11,96.75
6/25/2017,12,99.0333
6/25/2017,13,97.1333
6/25/2017,14,77.25
6/25/2017,15,32.4667
6/25/2017,16,31.8167
6/25/2017,17,12.6833
6/25/2017,18,12.7
6/25/2017,19,39.1667
6/25/2017,20,8.9833
6/25/2017,21,-1
6/25/2017,22,-1
6/25/2017,23,-1
6/26/2017,0,-1
6/26/2017,1,-1
6/26/2017,2,-1
6/26/2017,3,-1
6/26/2017,4,-1
6/26/2017,5,-0.7667
6/26/2017,6,6.6667
6/26/2017,7,8
6/26/2017,8,9.2833
6/26/2017,9,10.7167
6/26/2017,10,7.9833
6/26/2017,11,6.5
6/26/2017,12,8.3167
6/26/2017,13,8.9
6/26/2017,14,9.0333
6/26/2017,15,8.05
6/26/2017,16,9.6167
6/26/2017,17,14.2167
6/26/2017,18,25.45
6/26/2017,19,18.8833
6/26/2017,20,1.5833
6/26/2017,21,-1
6/26/2017,22,-1
6/26/2017,23,-1
6/27/2017,0,-1
6/27/2017,1,-1
6/27/2017,2,-1
6/27/2017,3,-1
6/27/2017,4,-1
6/27/2017,5,-0.2
6/27/2017,6,43.4167
6/27/2017,7,22.9167
6/27/2017,8,16.7667
6/27/2017,9,38.8167
6/27/2017,10,37.7667
6/27/2017,11,53.4667
6/27/2017,12,80.2333
6/27/2017,13,83.3667
6/27/2017,14,72.9833
6/27/2017,15,57.6
6/27/2017,16,65.4833
6/27/2017,17,36.7667
6/27/2017,18,17.2333
6/27/2017,19,25.1667
6/27/2017,20,4.1167
6/27/2017,21,-1
6/27/2017,22,-1
6/27/2017,23,-1
6/28/2017,0,-1
6/28/2017,1,-1
6/28/2017,2,-1
6/28/2017,3,-1
6/28/2017,4,-1
6/28/2017,5,-0.5167
6/28/2017,6,47.15
6/28/2017,7,44.05
6/28/2017,8,73.4
6/28/2017,9,47.2632
6/28/2017,10,39.8
6/28/2017,11,52.2333
6/28/2017,12,93.6667
6/28/2017,13,85.9333
6/28/2017,14,68.0167
6/28/2017,15,96.4167
6/28/2017,16,76.3333
6/28/2017,17,81.8667
6/28/2017,18,78.6167
6/28/2017,19,66.7167
6/28/2017,20,7.6
6/28/2017,21,-1
6/28/2017,22,-1
6/28/2017,23,-1
6/29/2017,0,-1
6/29/2017,1,-1
6/29/2017,2,-1
6/29/2017,3,-1
6/29/2017,4,-1
6/29/2017,5,-0.8667
6/29/2017,6,7.4667
6/29/2017,7,9.4833
6/29/2017,8,11.7833
6/29/2017,9,12.4667
6/29/2017,10,9.4833
6/29/2017,11,19.1833
6/29/2017,12,57.3
6/29/2017,13,59.65
6/29/2017,14,71.6667
6/29/2017,15,78.5333
6/29/2017,16,83.05
6/29/2017,17,73.0333
6/29/2017,18,74.6
6/29/2017,19,71.2833
6/29/2017,20,2.4333
6/29/2017,21,-1
6/29/2017,22,-1
6/29/2017,23,-1
6/30/2017,0,-1
6/30/2017,1,-1
6/30/2017,2,-1
6/30/2017,3,-1
6/30/2017,4,-1
6/30/2017,5,-1
6/30/2017,6,35.9833
6/30/2017,7,89.3333
6/30/2017,8,96.2
6/30/2017,9,98.4833
6/30/2017,10,77.9
6/30/2017,11,89.2667
6/30/2017,12,96.1833
6/30/2017,13,87.9
6/30/2017,14,68.3
6/30/2017,15,31.15
6/30/2017,16,13.2
6/30/2017,17,14.8
6/30/2017,18,13.4667
6/30/2017,19,12.0667
6/30/2017,20,1.4
6/30/2017,21,-1
6/30/2017,22,-1
6/30/2017,23,-1
7/1/2017,0,-1
7/1/2017,1,-1
7/1/2017,2,-1
7/1/2017,3,-1
7/1/2017,4,-1
7/1/2017,5,-1
7/1/2017,6,10.2667
7/1/2017,7,12.9667
7/1/2017,8,13.9167
7/1/2017,9,16.4333
7/1/2017,10,12.3167
7/1/2017,11,8.55
7/1/2017,12,10.55
7/1/2017,13,10.5833
7/1/2017,14,9.75
7/1/2017,15,10.0667
7/1/2017,16,10.2
7/1/2017,17,11.9
7/1/2017,18,12.0667
7/1/2017,19,9.2667
7/1/2017,20,0.3333
7/1/2017,21,-1
7/1/2017,22,-1
7/1/2017,23,-1
7/2/2017,0,-1
7/2/2017,1,-1
7/2/2017,2,-1
7/2/2017,3,-1
7/2/2017,4,-1
7/2/2017,5,-1
7/2/2017,6,7.8333
7/2/2017,7,9.4
7/2/2017,8,11.7
7/2/2017,9,13.65
7/2/2017,10,13.55
7/2/2017,11,43.1
7/2/2017,12,95.85
7/2/2017,13,98.8833
7/2/2017,14,97.3333
7/2/2017,15,97.5333
7/2/2017,16,98.75
7/2/2017,17,98.8833
7/2/2017,18,99.3333
7/2/2017,19,85.25
7/2/2017,20,3
7/2/2017,21,-1
7/2/2017,22,-1
7/2/2017,23,-1
7/3/2017,0,-1
7/3/2017,1,-1
7/3/2017,2,-1
7/3/2017,3,-1
7/3/2017,4,-1
7/3/2017,5,-1
7/3/2017,6,15.6667
7/3/2017,7,43.5333
7/3/2017,8,39.2167
7/3/2017,9,56.95
7/3/2017,10,34.7167
7/3/2017,11,46.8667
7/3/2017,12,83.9
7/3/2017,13,67.45
7/3/2017,14,85.8333
7/3/2017,15,80.3167
7/3/2017,16,49.95
7/3/2017,17,66.75
7/3/2017,18,40.0333
7/3/2017,19,62.5
7/3/2017,20,2.95
7/3/2017,21,-1
7/3/2017,22,-1
7/3/2017,23,-1
7/4/2017,0,-1
7/4/2017,1,-1
7/4/2017,2,-1
7/4/2017,3,-1
7/4/2017,4,-1
7/4/2017,5,-1
7/4/2017,6,7.5
7/4/2017,7,10.1833
7/4/2017,8,11.3158
7/4/2017,9,14.0833
7/4/2017,10,15.85
7/4/2017,11,15.7667
7/4/2017,12,53.3833
7/4/2017,13,88.8333
7/4/2017,14,56.9833
7/4/2017,15,52.0167
7/4/2017,16,49.4667
7/4/2017,17,77.15
7/4/2017,18,95.3333
7/4/2017,19,48.4667
7/4/2017,20,0.8833
7/4/2017,21,-1
7/4/2017,22,-1
7/4/2017,23,-1
7/5/2017,0,-1
7/5/2017,1,-1
7/5/2017,2,-1
7/5/2017,3,-1
7/5/2017,4,-1
7/5/2017,5,-1
7/5/2017,6,6.9333
7/5/2017,7,8.9333
7/5/2017,8,10.6167
7/5/2017,9,11.2833
7/5/2017,10,9.1667
7/5/2017,11,6.6833
7/5/2017,12,8.9167
7/5/2017,13,11.5167
7/5/2017,14,39.1
7/5/2017,15,46.5667
7/5/2017,16,39.25
7/5/2017,17,17.3
7/5/2017,18,30.6
7/5/2017,19,30.0333
7/5/2017,20,1.4333
7/5/2017,21,-1
7/5/2017,22,-1
7/5/2017,23,-1
7/6/2017,0,-1
7/6/2017,1,-1
7/6/2017,2,-1
7/6/2017,3,-1
7/6/2017,4,-1
7/6/2017,5,-1
7/6/2017,6,9.4167
7/6/2017,7,19.8167
7/6/2017,8,16.2667
7/6/2017,9,13.95
7/6/2017,10,9.9833
7/6/2017,11,34.2333
7/6/2017,12,48.1833
7/6/2017,13,43.2167
7/6/2017,14,61.9
7/6/2017,15,97.3333
7/6/2017,16,98.7167
7/6/2017,17,88.6667
7/6/2017,18,63.8667
7/6/2017,19,39.5667
7/6/2017,20,4.3167
7/6/2017,21,-1
7/6/2017,22,-1
7/6/2017,23,-1
7/7/2017,0,-1
7/7/2017,1,-1
7/7/2017,2,-1
7/7/2017,3,-1
7/7/2017,4,-1
7/7/2017,5,-1
7/7/2017,6,25.35
7/7/2017,7,22.15
7/7/2017,8,19.1167
7/7/2017,9,15.5667
7/7/2017,10,11.2333
7/7/2017,11,38.2
7/7/2017,12,48.0833
7/7/2017,13,79.35
7/7/2017,14,90.1667
7/7/2017,15,96.6667
7/7/2017,16,98.3
7/7/2017,17,97.3
7/7/2017,18,92.5167
7/7/2017,19,49.3684
7/7/2017,20,4.2
7/7/2017,21,-1
7/7/2017,22,-1
7/7/2017,23,-1
7/8/2017,0,-1
7/8/2017,1,-1
7/8/2017,2,-1
7/8/2017,3,-1
7/8/2017,4,-1
7/8/2017,5,-1
7/8/2017,6,7.9123
7/8/2017,7,10.4833
7/8/2017,8,14.4833
7/8/2017,9,19.3167
7/8/2017,10,9.6333
7/8/2017,11,14.4333
7/8/2017,12,32.6667
7/8/2017,13,26.15
7/8/2017,14,54.7833
7/8/2017,15,96.7333
7/8/2017,16,98.5667
7/8/2017,17,93.7333
7/8/2017,18,28.4167
7/8/2017,19,11.0833
7/8/2017,20,0.3333
7/8/2017,21,-1
7/8/2017,22,-1
7/8/2017,23,-1
7/9/2017,0,-1
7/9/2017,1,-1
7/9/2017,2,-1
7/9/2017,3,-1
7/9/2017,4,-1
7/9/2017,5,-1
7/9/2017,6,6.3833
7/9/2017,7,8.6167
7/9/2017,8,10.3833
7/9/2017,9,11.9833
7/9/2017,10,8.3333
7/9/2017,11,6.5667
7/9/2017,12,7.15
7/9/2017,13,10.5
7/9/2017,14,37.5167
7/9/2017,15,83.4333
7/9/2017,16,94.1333
7/9/2017,17,98.0167
7/9/2017,18,87.3667
7/9/2017,19,46.15
7/9/2017,20,0.4667
7/9/2017,21,-1
7/9/2017,22,-1
7/9/2017,23,-1
7/10/2017,0,-1
7/10/2017,1,-1
7/10/2017,2,-1
7/10/2017,3,-1
7/10/2017,4,-1
7/10/2017,5,-1
7/10/2017,6,12.05
7/10/2017,7,11.7
7/10/2017,8,13.45
7/10/2017,9,13.0702
7/10/2017,10,8.7667
7/10/2017,11,24.7333
7/10/2017,12,88.7333
7/10/2017,13,97.1167
7/10/2017,14,94.4167
7/10/2017,15,97.75
7/10/2017,16,97.5333
7/10/2017,17,97.5667
7/10/2017,18,96.6833
7/10/2017,19,80.7833
7/10/2017,20,4.7333
7/10/2017,21,-1
7/10/2017,22,-1
7/10/2017,23,-1
7/11/2017,0,-1
7/11/2017,1,-1
7/11/2017,2,-1
7/11/2017,3,-1
7/11/2017,4,-1
7/11/2017,5,-1
7/11/2017,6,14.2833
7/11/2017,7,32.9833
7/11/2017,8,48.25
7/11/2017,9,34.8667
7/11/2017,10,21.3
7/11/2017,11,22.0667
7/11/2017,12,53.65
7/11/2017,13,84.2
7/11/2017,14,63.9333
7/11/2017,15,61.0667
7/11/2017,16,93.45
7/11/2017,17,97.6
7/11/2017,18,95.45
7/11/2017,19,88.9
7/11/2017,20,6.6167
7/11/2017,21,-1
7/11/2017,22,-1
7/11/2017,23,-1
7/12/2017,0,-1
7/12/2017,1,-1
7/12/2017,2,-1
7/12/2017,3,-1
7/12/2017,4,-1
7/12/2017,5,-1
7/12/2017,6,62.8833
7/12/2017,7,94.7333
7/12/2017,8,96.0833
7/12/2017,9,97.9
7/12/2017,10,97.9833
7/12/2017,11,95.3333
7/12/2017,12,97.0877
7/12/2017,13,97.5667
7/12/2017,14,95.8167
7/12/2017,15,98.75
7/12/2017,16,98.4167
7/12/2017,17,97.5667
7/12/2017,18,96.8667
7/12/2017,19,94.0167
7/12/2017,20,8.5833
7/12/2017,21,-1
7/12/2017,22,-1
7/12/2017,23,-1
7/13/2017,0,-1
7/13/2017,1,-1
7/13/2017,2,-1
7/13/2017,3,-1
7/13/2017,4,-1
7/13/2017,5,-1
7/13/2017,6,6.6
7/13/2017,7,9.4167
7/13/2017,8,18.0351
7/13/2017,9,24.4333
7/13/2017,10,9.2333
7/13/2017,11,6.6333
7/13/2017,12,8.0333
7/13/2017,13,35.5833
7/13/2017,14,21.0167
7/13/2017,15,63.75
7/13/2017,16,80.9667
7/13/2017,17,71.4333
7/13/2017,18,23.6667
