DATE,HOUR.MST,CLOUDCOVER
7/13/2017,19,12.9667
7/13/2017,20,1.6833
7/13/2017,21,-1
7/13/2017,22,-1
7/13/2017,23,-1
7/14/2017,0,-1
7/14/2017,1,-1
7/14/2017,2,-1
7/14/2017,3,-1
7/14/2017,4,-1
7/14/2017,5,-1
7/14/2017,6,6.3
7/14/2017,7,11.8333
7/14/2017,8,11.35
7/14/2017,9,11.0333
7/14/2017,10,9.0833
7/14/2017,11,8.8
7/14/2017,12,11.386
7/14/2017,13,44.05
7/14/2017,14,88.0167
7/14/2017,15,91.25
7/14/2017,16,97.35
7/14/2017,17,97.3
7/14/2017,18,95.8833
7/14/2017,19,64.4333
7/14/2017,20,1.45
7/14/2017,21,-1
7/14/2017,22,-1
7/14/2017,23,-1
7/15/2017,0,-1
7/15/2017,1,-1
7/15/2017,2,-1
7/15/2017,3,-1
7/15/2017,4,-1
7/15/2017,5,-1
7/15/2017,6,69.9333
7/15/2017,7,92.9833
7/15/2017,8,79.15
7/15/2017,9,76.5833
7/15/2017,10,46.1167
7/15/2017,11,15.4386
7/15/2017,12,20.6667
7/15/2017,13,16.75
7/15/2017,14,54.3167
7/15/2017,15,94.1754
7/15/2017,16,92.6
7/15/2017,17,97.15
7/15/2017,18,86.6167
7/15/2017,19,18.0667
7/15/2017,20,0
7/15/2017,21,-1
7/15/2017,22,-1
7/15/2017,23,-1
7/16/2017,0,-1
7/16/2017,1,-1
7/16/2017,2,-1
7/16/2017,3,-1
7/16/2017,4,-1
7/16/2017,5,-1
7/16/2017,6,5.5667
7/16/2017,7,8.2833
7/16/2017,8,9.35
7/16/2017,9,10.6
7/16/2017,10,10.3167
7/16/2017,11,7.3667
7/16/2017,12,7.95
7/16/2017,13,8.0333
7/16/2017,14,7.5
7/16/2017,15,9.2167
7/16/2017,16,23.25
7/16/2017,17,59.0333
7/16/2017,18,80.5333
7/16/2017,19,70
7/16/2017,20,1.8833
7/16/2017,21,-1
7/16/2017,22,-1
7/16/2017,23,-1
7/17/2017,0,-1
7/17/2017,1,-1
7/17/2017,2,-1
7/17/2017,3,-1
7/17/2017,4,-1
7/17/2017,5,-1
7/17/2017,6,6.1
7/17/2017,7,8.9333
7/17/2017,8,10.6833
7/17/2017,9,10.95
7/17/2017,10,9.7
7/17/2017,11,7.5667
7/17/2017,12,15.65
7/17/2017,13,28.75
7/17/2017,14,51.25
7/17/2017,15,90.6167
7/17/2017,16,97.3667
7/17/2017,17,97.5333
7/17/2017,18,95.2167
7/17/2017,19,76.85
7/17/2017,20,4.2667
7/17/2017,21,-1
7/17/2017,22,-1
7/17/2017,23,-1
7/18/2017,0,-1
7/18/2017,1,-1
7/18/2017,2,-1
7/18/2017,3,-1
7/18/2017,4,-1
7/18/2017,5,-1
7/18/2017,6,15.9833
7/18/2017,7,12.15
7/18/2017,8,14.6333
7/18/2017,9,18.3333
7/18/2017,10,41.7667
7/18/2017,11,78.5667
7/18/2017,12,77.4833
7/18/2017,13,91.8833
7/18/2017,14,95.4833
7/18/2017,15,94.1
7/18/2017,16,59.7167
7/18/2017,17,47.95
7/18/2017,18,75.4333
7/18/2017,19,64.75
7/18/2017,20,2.1
7/18/2017,21,-1
7/18/2017,22,-1
7/18/2017,23,-1
7/19/2017,0,-1
7/19/2017,1,-1
7/19/2017,2,-1
7/19/2017,3,-1
7/19/2017,4,-1
7/19/2017,5,-1
7/19/2017,6,24.95
7/19/2017,7,24.5833
7/19/2017,8,39.85
7/19/2017,9,69.2833
7/19/2017,10,42.15
7/19/2017,11,12.1333
7/19/2017,12,9.1833
7/19/2017,13,28.75
7/19/2017,14,77.85
7/19/2017,15,95.4667
7/19/2017,16,98.8833
7/19/2017,17,97.8
7/19/2017,18,97.5333
7/19/2017,19,89.1
7/19/2017,20,2.2
7/19/2017,21,-1
7/19/2017,22,-1
7/19/2017,23,-1
7/20/2017,0,-1
7/20/2017,1,-1
7/20/2017,2,-1
7/20/2017,3,-1
7/20/2017,4,-1
7/20/2017,5,-1
7/20/2017,6,5.6667
7/20/2017,7,8.5833
7/20/2017,8,10.0667
7/20/2017,9,11.25
7/20/2017,10,10.85
7/20/2017,11,7.5667
7/20/2017,12,11.35
7/20/2017,13,44.4167
7/20/2017,14,87.2
7/20/2017,15,97.45
7/20/2017,16,97.7333
7/20/2017,17,96.6333
7/20/2017,18,93.85
7/20/2017,19,85.7
7/20/2017,20,1.05
7/20/2017,21,-1
7/20/2017,22,-1
7/20/2017,23,-1
7/21/2017,0,-1
7/21/2017,1,-1
7/21/2017,2,-1
7/21/2017,3,-1
7/21/2017,4,-1
7/21/2017,5,-1
7/21/2017,6,11.7167
7/21/2017,7,71.0333
7/21/2017,8,59.3167
7/21/2017,9,15.3833
7/21/2017,10,9.9333
7/21/2017,11,14.3158
7/21/2017,12,65.9167
7/21/2017,13,72.7
7/21/2017,14,81.7333
7/21/2017,15,97.4333
7/21/2017,16,97.1
7/21/2017,17,97.4
7/21/2017,18,96.6167
7/21/2017,19,80.2333
7/21/2017,20,-0.25
7/21/2017,21,-1
7/21/2017,22,-1
7/21/2017,23,-1
7/22/2017,0,-1
7/22/2017,1,-1
7/22/2017,2,-1
7/22/2017,3,-1
7/22/2017,4,-1
7/22/2017,5,-1
7/22/2017,6,54.5333
7/22/2017,7,83.0333
7/22/2017,8,79.8
7/22/2017,9,87.85
7/22/2017,10,84.7
7/22/2017,11,61.35
7/22/2017,12,34.95
7/22/2017,13,89.8333
7/22/2017,14,79.6333
7/22/2017,15,84.8167
7/22/2017,16,96.3
7/22/2017,17,50.9
7/22/2017,18,51.9167
7/22/2017,19,45.4333
7/22/2017,20,-1
7/22/2017,21,-1
7/22/2017,22,-1
7/22/2017,23,-1
7/23/2017,0,-1
7/23/2017,1,-1
7/23/2017,2,-1
7/23/2017,3,-1
7/23/2017,4,-1
7/23/2017,5,-1
7/23/2017,6,5.9833
7/23/2017,7,11.5789
7/23/2017,8,14.3167
7/23/2017,9,14.05
7/23/2017,10,10.7
7/23/2017,11,17.4667
7/23/2017,12,70.8833
7/23/2017,13,97.5833
7/23/2017,14,76.8333
7/23/2017,15,58.95
7/23/2017,16,48.05
7/23/2017,17,32.2833
7/23/2017,18,12.5167
7/23/2017,19,10.7833
7/23/2017,20,-0.8333
7/23/2017,21,-1
7/23/2017,22,-1
7/23/2017,23,-1
7/24/2017,0,-1
7/24/2017,1,-1
7/24/2017,2,-1
7/24/2017,3,-1
7/24/2017,4,-1
7/24/2017,5,-1
7/24/2017,6,5.8167
7/24/2017,7,10.2667
7/24/2017,8,12.4
7/24/2017,9,13.1667
7/24/2017,10,14.3333
7/24/2017,11,16.4333
7/24/2017,12,48.7167
7/24/2017,13,63.6667
7/24/2017,14,18.5088
7/24/2017,15,65.9
7/24/2017,16,88.5833
7/24/2017,17,77.2167
7/24/2017,18,70.9333
7/24/2017,19,52.0667
7/24/2017,20,-0.8167
7/24/2017,21,-1
7/24/2017,22,-1
7/24/2017,23,-1
7/25/2017,0,-1
7/25/2017,1,-1
7/25/2017,2,-1
7/25/2017,3,-1
7/25/2017,4,-1
7/25/2017,5,-1
7/25/2017,6,55.5088
7/25/2017,7,95.6333
7/25/2017,8,97.75
7/25/2017,9,98.4
7/25/2017,10,95.4333
7/25/2017,11,91.95
7/25/2017,12,79.7667
7/25/2017,13,92.6167
7/25/2017,14,96.3333
7/25/2017,15,96.5667
7/25/2017,16,98.3
7/25/2017,17,97.25
7/25/2017,18,95.6667
7/25/2017,19,36.9167
7/25/2017,20,-1
7/25/2017,21,-1
7/25/2017,22,-1
7/25/2017,23,-1
7/26/2017,0,-1
7/26/2017,1,-1
7/26/2017,2,-1
7/26/2017,3,-1
7/26/2017,4,-1
7/26/2017,5,-1
7/26/2017,6,45.3667
7/26/2017,7,88.4167
7/26/2017,8,81.1167
7/26/2017,9,78.6667
7/26/2017,10,98.5263
7/26/2017,11,97.9167
7/26/2017,12,97.7333
7/26/2017,13,97.7
7/26/2017,14,97.1333
7/26/2017,15,98.9833
7/26/2017,16,97.4
7/26/2017,17,96.7333
7/26/2017,18,92.9167
7/26/2017,19,90.3333
7/26/2017,20,-1
7/26/2017,21,-1
7/26/2017,22,-1
7/26/2017,23,-1
7/27/2017,0,-1
7/27/2017,1,-1
7/27/2017,2,-1
7/27/2017,3,-1
7/27/2017,4,-1
7/27/2017,5,-1
7/27/2017,6,4.4333
7/27/2017,7,8.0167
7/27/2017,8,10.2833
7/27/2017,9,19.5833
7/27/2017,10,18.1667
7/27/2017,11,9.8
7/27/2017,12,35.1167
7/27/2017,13,37.6833
7/27/2017,14,47.55
7/27/2017,15,16.75
7/27/2017,16,32.4
7/27/2017,17,46.5667
7/27/2017,18,83.4
7/27/2017,19,72.9667
7/27/2017,20,-1
7/27/2017,21,-1
7/27/2017,22,-1
7/27/2017,23,-1
7/28/2017,0,-1
7/28/2017,1,-1
7/28/2017,2,-1
7/28/2017,3,-1
7/28/2017,4,-1
7/28/2017,5,-1
7/28/2017,6,4.6167
7/28/2017,7,8.6333
7/28/2017,8,10.6167
7/28/2017,9,13.5667
7/28/2017,10,10.6167
7/28/2017,11,16.5
7/28/2017,12,48.65
7/28/2017,13,35.1
7/28/2017,14,61.05
7/28/2017,15,92.5167
7/28/2017,16,97.8667
7/28/2017,17,97.7
7/28/2017,18,96.0833
7/28/2017,19,66.9833
7/28/2017,20,-1
7/28/2017,21,-1
7/28/2017,22,-1
7/28/2017,23,-1
7/29/2017,0,-1
7/29/2017,1,-1
7/29/2017,2,-1
7/29/2017,3,-1
7/29/2017,4,-1
7/29/2017,5,-1
7/29/2017,6,44.95
7/29/2017,7,90.5833
7/29/2017,8,95.5167
7/29/2017,9,97.7667
7/29/2017,10,99.3333
7/29/2017,11,97.45
7/29/2017,12,95.6333
7/29/2017,13,96.7833
7/29/2017,14,97.65
7/29/2017,15,99.3158
7/29/2017,16,98.65
7/29/2017,17,97
7/29/2017,18,95.7833
7/29/2017,19,86.1
7/29/2017,20,-1
7/29/2017,21,-1
7/29/2017,22,-1
7/29/2017,23,-1
7/30/2017,0,-1
7/30/2017,1,-1
7/30/2017,2,-1
7/30/2017,3,-1
7/30/2017,4,-1
7/30/2017,5,-1
7/30/2017,6,8.4167
7/30/2017,7,53.5833
7/30/2017,8,51.2333
7/30/2017,9,43.7167
7/30/2017,10,62
7/30/2017,11,82.9667
7/30/2017,12,79.4833
7/30/2017,13,91.1667
7/30/2017,14,93.5263
7/30/2017,15,91.05
7/30/2017,16,80.0333
7/30/2017,17,95.2167
7/30/2017,18,66.1667
7/30/2017,19,36.2
7/30/2017,20,-1
7/30/2017,21,-1
7/30/2017,22,-1
7/30/2017,23,-1
7/31/2017,0,-1
7/31/2017,1,-1
7/31/2017,2,-1
7/31/2017,3,-1
7/31/2017,4,-1
7/31/2017,5,-1
7/31/2017,6,4.7167
7/31/2017,7,9.45
7/31/2017,8,12.0167
7/31/2017,9,35.3833
7/31/2017,10,47.65
7/31/2017,11,57.6
7/31/2017,12,51.8667
7/31/2017,13,67.1833
7/31/2017,14,66.0167
7/31/2017,15,77.1
7/31/2017,16,80.6833
7/31/2017,17,34.95
7/31/2017,18,37.7333
7/31/2017,19,15.4333
7/31/2017,20,-1
7/31/2017,21,-1
7/31/2017,22,-1
7/31/2017,23,-1
8/1/2017,0,-1
8/1/2017,1,-1
8/1/2017,2,-1
8/1/2017,3,-1
8/1/2017,4,-1
8/1/2017,5,-1
8/1/2017,6,7.2333
8/1/2017,7,10.5263
8/1/2017,8,12.9667
8/1/2017,9,13.6333
8/1/2017,10,10.7
8/1/2017,11,8.8167
8/1/2017,12,8.35
8/1/2017,13,8.2167
8/1/2017,14,8.65
8/1/2017,15,9.1667
8/1/2017,16,12.7667
8/1/2017,17,18.3833
8/1/2017,18,21.8833
8/1/2017,19,19.3833
8/1/2017,20,-1
8/1/2017,21,-1
8/1/2017,22,-1
8/1/2017,23,-1
8/2/2017,0,-1
8/2/2017,1,-1
8/2/2017,2,-1
8/2/2017,3,-1
8/2/2017,4,-1
8/2/2017,5,-1
8/2/2017,6,6.0167
8/2/2017,7,22.6667
8/2/2017,8,19.8
8/2/2017,9,29.0167
8/2/2017,10,32.2833
8/2/2017,11,15.5
8/2/2017,12,17.3
8/2/2017,13,14.0667
8/2/2017,14,34.7333
8/2/2017,15,71.8
8/2/2017,16,46.9667
8/2/2017,17,36.2
8/2/2017,18,53.45
8/2/2017,19,27.5
8/2/2017,20,-1
8/2/2017,21,-1
8/2/2017,22,-1
8/2/2017,23,-1
8/3/2017,0,-1
8/3/2017,1,-1
8/3/2017,2,-1
8/3/2017,3,-1
8/3/2017,4,-1
8/3/2017,5,-1
8/3/2017,6,27.1167
8/3/2017,7,51.8667
8/3/2017,8,22.3667
8/3/2017,9,54.9
8/3/2017,10,96.9167
8/3/2017,11,98.4
8/3/2017,12,97.9333
8/3/2017,13,98.2667
8/3/2017,14,99.0333
8/3/2017,15,99.6833
8/3/2017,16,98.4167
8/3/2017,17,87.7667
8/3/2017,18,27.9333
8/3/2017,19,36.6333
8/3/2017,20,-1
8/3/2017,21,-1
8/3/2017,22,-1
8/3/2017,23,-1
8/4/2017,0,-1
8/4/2017,1,-1
8/4/2017,2,-1
8/4/2017,3,-1
8/4/2017,4,-1
8/4/2017,5,-1
8/4/2017,6,21.0167
8/4/2017,7,59.2
8/4/2017,8,58.2
8/4/2017,9,45.0167
8/4/2017,10,32.75
8/4/2017,11,22.25
8/4/2017,12,19.5789
8/4/2017,13,25.85
8/4/2017,14,59.9667
8/4/2017,15,84.8833
8/4/2017,16,90.1
8/4/2017,17,74.1
8/4/2017,18,88.25
8/4/2017,19,65.2667
8/4/2017,20,-1
8/4/2017,21,-1
8/4/2017,22,-1
8/4/2017,23,-1
8/5/2017,0,-1
8/5/2017,1,-1
8/5/2017,2,-1
8/5/2017,3,-1
8/5/2017,4,-1
8/5/2017,5,-1
8/5/2017,6,19.8
8/5/2017,7,41.65
8/5/2017,8,40.4333
8/5/2017,9,60.35
8/5/2017,10,51.6167
8/5/2017,11,67.1333
8/5/2017,12,79
8/5/2017,13,81.8333
8/5/2017,14,42.85
8/5/2017,15,68.9
8/5/2017,16,97.75
8/5/2017,17,94.1333
8/5/2017,18,94.8167
8/5/2017,19,55.1167
8/5/2017,20,-1
8/5/2017,21,-1
8/5/2017,22,-1
8/5/2017,23,-1
8/6/2017,0,-1
8/6/2017,1,-1
8/6/2017,2,-1
8/6/2017,3,-1
8/6/2017,4,-1
8/6/2017,5,-1
8/6/2017,6,31.2667
8/6/2017,7,91.9333
8/6/2017,8,95.9833
8/6/2017,9,98.95
8/6/2017,10,80.0833
8/6/2017,11,76.7667
8/6/2017,12,97.5333
8/6/2017,13,74.8
8/6/2017,14,65.0667
8/6/2017,15,98.3833
8/6/2017,16,97.1667
8/6/2017,17,88.95
8/6/2017,18,71.0167
8/6/2017,19,71.1667
8/6/2017,20,-1
8/6/2017,21,-1
8/6/2017,22,-1
8/6/2017,23,-1
8/7/2017,0,-1
8/7/2017,1,-1
8/7/2017,2,-1
8/7/2017,3,-1
8/7/2017,4,-1
8/7/2017,5,-1
8/7/2017,6,27.1167
8/7/2017,7,96.4333
8/7/2017,8,96.1
8/7/2017,9,97.7
8/7/2017,10,98.9167
8/7/2017,11,96.8833
8/7/2017,12,95.2
8/7/2017,13,95.0667
8/7/2017,14,95.1167
8/7/2017,15,97.4833
8/7/2017,16,95.9833
8/7/2017,17,91.3167
8/7/2017,18,95.0667
8/7/2017,19,54.6833
8/7/2017,20,-1
8/7/2017,21,-1
8/7/2017,22,-1
8/7/2017,23,-1
8/8/2017,0,-1
8/8/2017,1,-1
8/8/2017,2,-1
8/8/2017,3,-1
8/8/2017,4,-1
8/8/2017,5,-1
8/8/2017,6,9.7167
8/8/2017,7,45.65
8/8/2017,8,41.6667
8/8/2017,9,37.9167
8/8/2017,10,25.55
8/8/2017,11,22.0167
8/8/2017,12,69.6
8/8/2017,13,95.2667
8/8/2017,14,95.5965
8/8/2017,15,96.0667
8/8/2017,16,69.6167
8/8/2017,17,93.4667
8/8/2017,18,92.193
8/8/2017,19,33.1
8/8/2017,20,-1
8/8/2017,21,-1
8/8/2017,22,-1
8/8/2017,23,-1
8/9/2017,0,-1
8/9/2017,1,-1
8/9/2017,2,-1
8/9/2017,3,-1
8/9/2017,4,-1
8/9/2017,5,-1
8/9/2017,6,6.2167
8/9/2017,7,21.1833
8/9/2017,8,73.8333
8/9/2017,9,63
8/9/2017,10,14.8333
8/9/2017,11,53.9667
8/9/2017,12,63.3167
8/9/2017,13,57.05
8/9/2017,14,84.2333
8/9/2017,15,90.6
8/9/2017,16,48
8/9/2017,17,48.5333
8/9/2017,18,86.5333
8/9/2017,19,53.1
8/9/2017,20,-1
8/9/2017,21,-1
8/9/2017,22,-1
8/9/2017,23,-1
8/10/2017,0,-1
8/10/2017,1,-1
8/10/2017,2,-1
8/10/2017,3,-1
8/10/2017,4,-1
8/10/2017,5,-1
8/10/2017,6,30.15
8/10/2017,7,92.3333
8/10/2017,8,84.7966
8/10/2017,9,38.431
8/10/2017,10,13
8/10/2017,11,13.85
8/10/2017,12,45.5167
8/10/2017,13,46.8333
8/10/2017,14,64
8/10/2017,15,94.9833
8/10/2017,16,49.0877
8/10/2017,17,95.75
8/10/2017,18,94.0333
8/10/2017,19,36.3
8/10/2017,20,-1
8/10/2017,21,-1
8/10/2017,22,-1
8/10/2017,23,-1
8/11/2017,0,-1
8/11/2017,1,-1
8/11/2017,2,-1
8/11/2017,3,-1
8/11/2017,4,-1
8/11/2017,5,-1
8/11/2017,6,2.6
8/11/2017,7,12.6667
8/11/2017,8,19.25
8/11/2017,9,17.3167
8/11/2017,10,25.45
8/11/2017,11,60.75
8/11/2017,12,18.9
8/11/2017,13,28.3167
8/11/2017,14,33
8/11/2017,15,33.7833
8/11/2017,16,64.1167
8/11/2017,17,78.5333
8/11/2017,18,66.5
8/11/2017,19,15.6667
8/11/2017,20,-1
8/11/2017,21,-1
8/11/2017,22,-1
8/11/2017,23,-1
8/12/2017,0,-1
8/12/2017,1,-1
8/12/2017,2,-1
8/12/2017,3,-1
8/12/2017,4,-1
8/12/2017,5,-1
8/12/2017,6,4.3167
8/12/2017,7,12.1667
8/12/2017,8,13.3333
8/12/2017,9,12.55
8/12/2017,10,11.8667
8/12/2017,11,10.5833
8/12/2017,12,19.8
8/12/2017,13,38.9333
8/12/2017,14,77.95
8/12/2017,15,93.9167
8/12/2017,16,69.4333
8/12/2017,17,29.25
8/12/2017,18,68.5345
8/12/2017,19,25.9667
8/12/2017,20,-1
8/12/2017,21,-1
8/12/2017,22,-1
8/12/2017,23,-1
8/13/2017,0,-1
8/13/2017,1,-1
8/13/2017,2,-1
8/13/2017,3,-1
8/13/2017,4,-1
8/13/2017,5,-1
8/13/2017,6,8.7667
8/13/2017,7,14.1
8/13/2017,8,11.9833
8/13/2017,9,12.75
8/13/2017,10,11.3
8/13/2017,11,10.7333
8/13/2017,12,32
8/13/2017,13,55.35
8/13/2017,14,66.3667
8/13/2017,15,97.55
8/13/2017,16,96.6333
8/13/2017,17,68.2333
8/13/2017,18,22.3833
8/13/2017,19,16.75
8/13/2017,20,-1
8/13/2017,21,-1
8/13/2017,22,-1
8/13/2017,23,-1
8/14/2017,0,-1
8/14/2017,1,-1
8/14/2017,2,-1
8/14/2017,3,-1
8/14/2017,4,-1
8/14/2017,5,-1
8/14/2017,6,4
8/14/2017,7,15.6
8/14/2017,8,28.2
8/14/2017,9,15.7
8/14/2017,10,15.3333
8/14/2017,11,75.1667
8/14/2017,12,56.6833
8/14/2017,13,79.6333
8/14/2017,14,58.3167
8/14/2017,15,93.9
8/14/2017,16,98.3
8/14/2017,17,96.6833
8/14/2017,18,95.7167
8/14/2017,19,41.5
8/14/2017,20,-1
8/14/2017,21,-1
8/14/2017,22,-1
8/14/2017,23,-1
8/15/2017,0,-1
8/15/2017,1,-1
8/15/2017,2,-1
8/15/2017,3,-1
8/15/2017,4,-1
8/15/2017,5,-1
8/15/2017,6,3.2833
8/15/2017,7,11.6
8/15/2017,8,13.8667
8/15/2017,9,31.95
8/15/2017,10,58.4035
8/15/2017,11,43.5
8/15/2017,12,63.65
8/15/2017,13,79.5167
8/15/2017,14,96.8333
8/15/2017,15,97.9333
8/15/2017,16,93.5333
8/15/2017,17,85.8667
8/15/2017,18,92.5333
8/15/2017,19,38.1833
8/15/2017,20,-1
8/15/2017,21,-1
8/15/2017,22,-1
8/15/2017,23,-1
8/16/2017,0,-1
8/16/2017,1,-1
8/16/2017,2,-1
8/16/2017,3,-1
8/16/2017,4,-1
8/16/2017,5,-1
8/16/2017,6,14.4833
8/16/2017,7,67.65
8/16/2017,8,93.0833
8/16/2017,9,66.1333
8/16/2017,10,20.6833
8/16/2017,11,31.7667
8/16/2017,12,46.2333
8/16/2017,13,77.8246
8/16/2017,14,77.05
8/16/2017,15,51.5667
8/16/2017,16,21.3167
8/16/2017,17,65.7333
8/16/2017,18,90.7167
8/16/2017,19,25.2833
8/16/2017,20,-1
8/16/2017,21,-1
8/16/2017,22,-1
8/16/2017,23,-1
8/17/2017,0,-1
8/17/2017,1,-1
8/17/2017,2,-1
8/17/2017,3,-1
8/17/2017,4,-1
8/17/2017,5,-1
8/17/2017,6,10.9667
8/17/2017,7,45.1333
8/17/2017,8,78.6333
8/17/2017,9,30.4667
8/17/2017,10,16.7667
8/17/2017,11,22.1333
8/17/2017,12,62.6167
8/17/2017,13,49.9167
8/17/2017,14,87.4333
8/17/2017,15,65.9833
8/17/2017,16,88.7833
8/17/2017,17,88.2333
8/17/2017,18,60
8/17/2017,19,21.1667
8/17/2017,20,-1
8/17/2017,21,-1
8/17/2017,22,-1
8/17/2017,23,-1
8/18/2017,0,-1
8/18/2017,1,-1
8/18/2017,2,-1
8/18/2017,3,-1
8/18/2017,4,-1
8/18/2017,5,-1
8/18/2017,6,3.0833
8/18/2017,7,10.8833
8/18/2017,8,12.5833
8/18/2017,9,12.9167
8/18/2017,10,11.4333
8/18/2017,11,10.0333
8/18/2017,12,11.5833
8/18/2017,13,8.7
8/18/2017,14,9.3167
8/18/2017,15,13.0833
8/18/2017,16,15.95
8/18/2017,17,15.85
8/18/2017,18,13.8667
8/18/2017,19,5.4333
8/18/2017,20,-1
8/18/2017,21,-1
8/18/2017,22,-1
8/18/2017,23,-1
8/19/2017,0,-1
8/19/2017,1,-1
8/19/2017,2,-1
8/19/2017,3,-1
8/19/2017,4,-1
8/19/2017,5,-1
8/19/2017,6,2.5833
8/19/2017,7,10.5167
8/19/2017,8,12.2167
8/19/2017,9,12.7833
8/19/2017,10,15.9167
8/19/2017,11,50.6167
8/19/2017,12,50.7833
8/19/2017,13,45.0667
8/19/2017,14,63.4833
8/19/2017,15,65.8333
8/19/2017,16,88.1053
8/19/2017,17,93.1167
8/19/2017,18,66.9333
8/19/2017,19,11.8833
8/19/2017,20,-1
8/19/2017,21,-1
8/19/2017,22,-1
8/19/2017,23,-1
8/20/2017,0,-1
8/20/2017,1,-1
8/20/2017,2,-1
8/20/2017,3,-1
8/20/2017,4,-1
8/20/2017,5,-1